Title,Issue_Title,Issue_URL
"Volume 33 Issue 2, June 2018",Erratum to: How do Requirements Evolve over Time? A Case Study Investigating the Role of Context and Experiences in the Evolution of Enterprise Software Requirements,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0039-5
"Volume 33 Issue 1, March 2018",Financialization and Information Technology: A Multi-paradigmatic View of IT and Finance – Part II,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0045-7
"Volume 33 Issue 1, March 2018",An Essay on Financial Information in the Era of Computerization,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0027-1
"Volume 33 Issue 1, March 2018",Effects of Transparency: Analyzing Social Biases on Trader Performance in Social Trading,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0028-0
"Volume 33 Issue 1, March 2018",Beauty-Contests in the Age of Financialization: Information Activism and Retail Investor Behavior,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0026-2
"Volume 33 Issue 1, March 2018",More than just Noise? Examining the Information Content of Stock Microblogs on Financial Markets,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0034-2
"Volume 33 Issue 1, March 2018",Three Different Ways to Skin a Cat: Financialization in the Emergence of National e-ID Solutions,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0036-8
"Volume 32 Issue 4, December 2017",“Openness” with and without Information Technology: A Framework and a Brief History,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0049-3
"Volume 32 Issue 4, December 2017","Copy, Transform, Combine: Exploring the Remix as a Form of Innovation",https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0043-9
"Volume 32 Issue 4, December 2017","Inclusive Technologies, Selective Traditions: A Socio-material Case Study of Crowdfunded Book Publishing",https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0041-y
"Volume 32 Issue 4, December 2017",Opening the Floodgates: The Implications of Increasing Platform Openness in Crowdfunding,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0040-z
"Volume 32 Issue 4, December 2017",The Emergence of Openness in Open-Source Projects: The Case of OpenEhR,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0042-x
"Volume 32 Issue 3, September 2017","Financialization and Information Technology: Themes, issues and Critical Debates – part I",https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0044-8
"Volume 32 Issue 3, September 2017",Crossing the Next Frontier: The Role of ICT in Driving the Financialization of Credit,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0035-9
"Volume 32 Issue 3, September 2017",Social Machines: How Recent Technological Advances have Aided Financialisation,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0037-7
"Volume 32 Issue 3, September 2017",A Taxonomy of Financial Market Manipulations: Establishing Trust and Market Integrity in the Financialized Economy through Automated Fraud Detection,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0029-z
"Volume 32 Issue 3, September 2017",High-Frequency Trading and Conflict in the Financial Markets,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0031-5
"Volume 32 Issue 3, September 2017",High-Frequency Trading and its Role in Fragmented Markets,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0030-6
"Volume 32 Issue 2, June 2017","The Regulatory, Technology and Market ‘Dark Arts Trilogy’ of High Frequency Trading: A Research Agenda",https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0025-3
"Volume 32 Issue 2, June 2017",Information Sharing and User Behavior in Internet-enabled Peer-to-peer Lending Systems: An Empirical Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.1
"Volume 32 Issue 2, June 2017",Voluntary Use of Information Technology: An Analysis and Synthesis of the Literature,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.6
"Volume 32 Issue 2, June 2017",Grounded Design - a praxeological IS research perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.5
"Volume 32 Issue 2, June 2017",Generative Innovation: A Comparison of Lightweight and Heavyweight IT,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.15
"Volume 32 Issue 2, June 2017",How and why Organisations Use Social Media: Five Use Types and their Relation to Absorptive Capacity,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.7
"Volume 32 Issue 1, March 2017",Partners of Humans: A Realistic Assessment of the Role of Robots in the Foreseeable Future,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0032-4
"Volume 32 Issue 1, March 2017",Improving Strategic Flexibility with Information Technologies: Insights for Firm Performance in an Emerging Economy,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.26
"Volume 32 Issue 1, March 2017",Enhancing the measurement of information technology (IT) business alignment and its influence on company performance,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.23
"Volume 32 Issue 1, March 2017",Exploring the effects of liminality on corporate social responsibility in inter-firm outsourcing relationships,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.24
"Volume 32 Issue 1, March 2017",Towards a value theory for personal data,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.4
"Volume 32 Issue 1, March 2017",Engaging scientometrics in information systems,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.29
"Volume 31 Issue 4, December 2016","Growth in ICT Uptake in Developing Countries: New Users, New Uses, New Challenges",https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0022-6
"Volume 31 Issue 4, December 2016",The Map and the Territory: An Ethnographic Study of the Low Utilisation of a Global eHealth Network,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.3
"Volume 31 Issue 4, December 2016",Between Indians and “Cowboys”: The Role of ICT in the Management of Contradictory Self-images and the Production of Carbon Credits in the Brazilian Amazon,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0024-4
"Volume 31 Issue 4, December 2016",Multiple interests or unified voice? Online communities as intermediary spaces for development,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.25
"Volume 31 Issue 4, December 2016",Linking macro-level goals to micro-level routines: EHR-enabled transformation of primary care services,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0023-5
"Volume 31 Issue 3, September 2016",Context is king! Considering particularism in research design and reporting,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.19
"Volume 31 Issue 3, September 2016",Building on Davison and Martinsons' Concerns: A Call for Balance between Contextual Specificity and Generality in IS Research,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0003-9
"Volume 31 Issue 3, September 2016",Response to Davison and Martinsons: Context is King! Yes and no - it's still all about Theory (Building),https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0002-x
"Volume 31 Issue 3, September 2016","Context may be King, but generalizability is the Emperor!",https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0005-7
"Volume 31 Issue 3, September 2016",Commentary on Davison and Martinsons' ‘Context is King! Considering particularism in research design and reporting’,https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0004-8
"Volume 31 Issue 3, September 2016","People, Places and Time in Research Design and Reporting: Responding to Commentaries on Particularism",https://journals.sagepub.com/doi/abs/10.1057/s41265-016-0006-6
"Volume 31 Issue 3, September 2016",Review of the Empirical Business Services Sourcing Literature: An Update and Future Directions,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.2
"Volume 31 Issue 2, June 2016",Exploring Enterprise Social Systems & Organisational Change: Implementation in a Digital Age,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.13
"Volume 31 Issue 2, June 2016",Are business users social? A design experiment exploring information sharing in enterprise social systems,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.28
"Volume 31 Issue 2, June 2016",A field study of spatial preferences in enterprise microblogging,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.27
"Volume 31 Issue 2, June 2016",Understanding Individual User Resistance and Workarounds of Enterprise Social Networks: The Case of Service Ltd,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.9
"Volume 31 Issue 2, June 2016",To Share or not to Share: The Effects of Extrinsic and Intrinsic Motivations on Knowledge-sharing in Enterprise Social Media Platforms,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.8
"Volume 31 Issue 2, June 2016","Internal Crowdsourcing: Conceptual Framework, Structured Review, and Research Agenda",https://journals.sagepub.com/doi/abs/10.1057/jit.2016.14
"Volume 31 Issue 2, June 2016",E-Leadership through Strategic Alignment: An Empirical Study of Small- and Medium-sized Enterprises in the Digital Age,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.10
"Volume 31 Issue 2, June 2016",Team Boundary Spanning: Strategic Implications for the Implementation and use of Enterprise Social Media,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.12
"Volume 31 Issue 2, June 2016",Knowledge Entrepreneurship: Institutionalising Wiki-based Knowledge-management Processes in Competitive and Hierarchical Organisations,https://journals.sagepub.com/doi/abs/10.1057/jit.2016.11
"Volume 31 Issue 1, March 2016",Determinant Factors of Cloud-Sourcing Decisions: Reflecting on the IT Outsourcing Literature in the Era of Cloud Computing,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.25
"Volume 31 Issue 1, March 2016",Netsourcing Strategies for Vendors: A Resource-based and Transaction Cost Economics Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.20
"Volume 31 Issue 1, March 2016",The Effect of Personality on IT Personnel's Job-Related Attitudes: Establishing a Dispositional Model of Turnover Intention across IT Job Types,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.27
"Volume 31 Issue 1, March 2016",User Personality and Resistance to Mandatory Information Systems in Organizations: A Theoretical Model and Empirical Test of Dispositional Resistance to Change,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.17
"Volume 31 Issue 1, March 2016",Identifying Generative Mechanisms through Affordances: A Framework for Critical Realist Data Analysis,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.13
"Volume 30 Issue 4, December 2015",Vendor Opportunism in it Outsourcing: A TCE and Social Capital Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.3
"Volume 30 Issue 4, December 2015",Determinants of Vendor Profitability in Two Contractual Regimes: An Empirical Analysis of Enterprise Resource Planning Projects,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.13
