,,URL,
"Volume 60, Issue 5",23-Jul,https://www.sciencedirect.com/science/article/pii/S0378720623000472,Uncovering the dual influence processes for click-through intention in the mobile social platform: An elaboration likelihood model perspective
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000526,Editorial Board
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000277,Examining the case of French hesitancy toward IDaaS solutions: Technical and social contextual factors of the organizational IDaaS privacy calculus
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000265,Breaking bad habits: A field experiment about how routinized work practices can be made more eco-efficient through IS for sensemaking
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000356,Maneuvering between skepticism and optimism about hyped technologies: Building trust in digital twins
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000216,A temporal graph framework for intelligence extraction in social media networks
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000368,When carrots and sticks meet: A mixed-methods study on internet taxi drivers’ job engagement in the IT-driven sharing economy
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S0378720623000393,Does additional audio really work? A study on users' cognitive behavior with audio-visual dual-channel in panoramic digital museum
"Volume 60, Issue 4",23-Jun,https://www.sciencedirect.com/science/article/pii/S037872062300037X,How have firms transformed and executed IT-enabled remote work initiatives during the COVID-19 pandemic? Conceptualization and empirical evidence from Spain
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000319,Editorial Board
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000034,Feedback types and users’ behavior in online innovation contests: Evidence of two underlying mechanisms
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000071,Will they take this offer? A machine learning price elasticity model for predicting upselling acceptance of premium airline seating
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000174,Order matters: Breaking cognitive lock-in through occasional preferential use of a rival app
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000101,Why to gamify performance management? Consequences of user engagement in gamification
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000204,"Empathy, CIOCEO relationship, and digital transformation"
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000095,Actively open-minded thinking is key to combating fake news: A multimethod study
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000198,More than watching: An empirical and experimental examination on the impacts of live streaming user-generated video consumption
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720622001598,Cultivating security culture for information security success: A mixed-methods study based on anthropological perspective
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000083,Incumbent business ecosystems in the face of new entry: An event study of Google's autonomous car announcement
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000228,What are the trend and core knowledge of information security? A citation and co-citation analysis
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000253,Beyond a bunch of reviews: The quality and quantity of electronic word-of-mouth
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S037872062300023X,How do live-streaming platforms facilitate persuasion in political campaigns? Theory and empirical evidence from the perspective of affordance actualization
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000186,The moderating role of enterprise social media functionalities on employees’ social-related use during work time
"Volume 60, Issue 3",23-Apr,https://www.sciencedirect.com/science/article/pii/S0378720623000241,Time-and-materials or revenue-sharing? Implications of monitoring for software outsourcing contract
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720623000149,Editorial Board
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001446,AIoT-enabled smart surveillance for personal data digitalization: Contextual personalization-privacy paradox in smart home
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001537,Fake news believability: The effects of political beliefs and espoused cultural values
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001549,"Product information and green consumption: An integrated perspective of regulatory focus, self-construal, and temporal distance"
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001513,Can data analytics raise marketing agility?-A sense-and-respond perspective
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001574,The puzzle of experience vs. memory: Peak-end theory and strategic gamification design in M-commerce
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001586,Do women and men click differently? Mobile devices mitigate gender differences in online dating
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001550,How to build supply chain resilience: The role of fit mechanisms between digitally-driven business capability and supply chain governance
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001525,Building capabilities for software development firm competitiveness: The role of intellectual capital and intra-firm relational capital
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001604,Mutually complementary effects of cyberloafing and cyber-life-interruption on employee exhaustion
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720622001562,Fighting for the status quo: Threat to tech self-esteem and opposition to competing smartphones
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720623000022,Do virtual goods entice more online donations? Perspectives of mental imagery and project appeal
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720623000058,Online-to-Offline Platforms: Examining the Effects of Demand-Side Usage on Supply-Side Decisions
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S037872062300006X,Product involvement and routine use of a niche product from a well-known company: The moderating effect of gender
"Volume 60, Issue 2",23-Mar,https://www.sciencedirect.com/science/article/pii/S0378720623000010,Information security ignorance: An exploration of the concept and its antecedents
"Volume 60, Issue 1",23-Jan,https://www.sciencedirect.com/science/article/pii/S0378720622001483,Editorial Board
"Volume 60, Issue 1",23-Jan,https://www.sciencedirect.com/science/article/pii/S0378720622001343,Effect of linguistic disfluency on consumer satisfaction: Evidence from an online knowledge payment platform
"Volume 60, Issue 1",23-Jan,https://www.sciencedirect.com/science/article/pii/S0378720622001318,Intellectual capital and team resilience capability of information system development project teams
"Volume 60, Issue 1",23-Jan,https://www.sciencedirect.com/science/article/pii/S037872062200132X,The bright side of emotional extremity: Evidence from tipping in live streaming platform
"Volume 60, Issue 1",23-Jan,https://www.sciencedirect.com/science/article/pii/S0378720622001434,Examining the role of E-government in controlling corruption: A longitudinal study
"Volume 59, Issue 8",22-Dec,https://www.sciencedirect.com/science/article/pii/S0378720622001380,Editorial Board
"Volume 59, Issue 8",22-Dec,https://www.sciencedirect.com/science/article/pii/S0378720622000982,Digital technology-enabled dynamic capabilities and their impacts on firm performance: Evidence from the COVID-19 pandemic
"Volume 59, Issue 8",22-Dec,https://www.sciencedirect.com/science/article/pii/S0378720622001082,Information technology in open innovation: A resource orchestration perspective
"Volume 59, Issue 8",22-Dec,https://www.sciencedirect.com/science/article/pii/S0378720622001070,Mixed reality experiences in museums: Exploring the impact of functional elements of the devices on visitors’ immersive experiences and post-experience behaviours
"Volume 59, Issue 8",22-Dec,https://www.sciencedirect.com/science/article/pii/S0378720622000957,Role of users’ status quo on continuance intentions
